,Regime_0,Regime_1,Regime_2
2014-12-18,6.417225065786336e-05,5.251979598026065e-05,0.9998833079533832
2014-12-19,0.0002785595979802157,0.00018209620109276147,0.9995393442008825
2014-12-22,2.1835396667760105e-39,1.0,1.8852247094613383e-59
2014-12-23,0.9993186128056673,6.472780346886698e-08,0.0006813224665800294
2014-12-24,0.0001567294286908777,0.9993182829386351,0.0005249876326880175
2014-12-26,0.9991931429732017,0.00015682878259918567,0.0006500282442297346
2014-12-29,0.00037084250786576574,0.9991931056902654,0.0004360518019018958
2014-12-30,0.9991700142206669,0.0003709185525551397,0.00045906722677884946
2014-12-31,0.0005541924031891565,0.9991698642984842,0.00027594329829259734
2015-01-02,0.9986773139875601,0.000554301572928219,0.0007683844394991817
2015-01-05,0.0005976205104519011,0.9986740625660887,0.0007283169234030366
2015-01-06,0.9833334953733784,0.0005978161525507717,0.016068688474110936
2015-01-07,0.0063909738233321285,0.9833336488621215,0.01027537731458082
2015-01-08,0.9903719598929327,0.006392104850077859,0.0032359352570437696
2015-01-09,0.009495482310287351,0.9903720476512818,0.00013247003846815418
2015-01-12,0.9902825583676982,0.009495822317181468,0.0002216193150779355
2015-01-13,0.009619741154512374,0.990282330890315,9.792795520741769e-05
2015-01-14,0.9896543668658018,0.009620005310505622,0.0007256278236523256
2015-01-15,0.010102119967559497,0.9896540077900715,0.00024387224239909124
2015-01-16,0.9848233100432506,0.010102441607697875,0.0050742483490660035
2015-01-19,0.01142573626648614,0.9848223266336115,0.003751937099866463
