Date,Regime_0,Regime_1,Regime_2
2022-10-14,0.0003822340322847678,0.9996090652903656,8.700678683880677e-06
2022-10-17,0.9995478081023982,0.0004503819982520369,1.8098979535077273e-06
2022-10-18,0.00036423411355737716,0.9996338152663615,1.9506189385511867e-06
2022-10-19,0.999566717438536,0.0004104638249320136,2.2818736622391797e-05
2022-10-20,0.0003472944869124161,0.9996271835722891,2.552194081450214e-05
2022-10-21,0.9995835008644195,0.0004158632700362414,6.358640288903337e-07
2022-10-24,0.0003458510331191619,0.9996539832355958,1.6573234711883134e-07
2022-10-25,0.999555097127235,0.00044478085331187643,1.2202074957514982e-07
2022-10-27,0.00038696039003067957,0.9996130205407862,1.9068745391710583e-08
2022-10-28,0.9994819041187676,0.0005171023031010308,9.935767906495394e-07
2022-10-31,0.0004867637907337276,0.9995131981352277,3.807459306038572e-08
2022-11-01,0.9992480777007298,0.000751657905300811,2.643938642156877e-07
2022-11-02,0.0007214635892881572,0.9992785276316827,8.777777189371435e-09
2022-11-03,0.9990872153668111,0.0009127524225043178,3.221170049405404e-08
2022-11-04,0.0008636434264835355,0.9991363404727933,1.610096788276949e-08
2022-11-07,0.9990048355697455,0.0009951492763304113,1.5155134918342218e-08
2022-11-09,0.0008927458913632408,0.9991072521621566,1.9449436604023277e-09
2022-11-10,0.9989500988014822,0.0010498986566724574,2.541427788159813e-09
2022-11-11,0.0010055501608530212,0.9989944449312755,4.908291291993103e-09
2022-11-14,0.9984307046934231,0.001569286178869391,9.125924894249223e-09
2022-11-15,0.0015632894157836571,0.9984367081850216,2.399868475662897e-09
2022-11-16,0.9982119040045411,0.0017880946006096294,1.3933033297753602e-09
2022-11-17,0.0017122234505165825,0.9982877739087119,2.640029347155136e-09
2022-11-18,0.9981308679467599,0.0018691312267904246,8.271932482736403e-10
2022-11-21,0.0017494018679239769,0.9982505960118628,2.118596733834735e-09
2022-11-22,0.9980624829347505,0.0019375150707799521,1.9930314333828755e-09
2022-11-23,0.0018595815172537085,0.9981404181855245,2.977926958271305e-10
2022-11-24,0.9979013368015666,0.0020986625010500047,6.978860431632871e-10
2022-11-25,0.0019729425325986324,0.9980270571007508,3.6592732316777e-10
2022-11-28,0.9978200265278158,0.0021799682413876117,5.232151487918722e-09
2022-11-29,0.0020717345404443824,0.9979282652445118,2.1659208297764828e-10
2022-11-30,0.9977029684631799,0.0022970311279565544,4.072152373301992e-10
2022-12-01,0.0021707302361292495,0.9978292695552148,2.1040366896321022e-10
2022-12-02,0.997628892662867,0.002371106539010037,7.986760457795744e-10
2022-12-05,0.0022648907897742637,0.9977351086870356,5.230686741079056e-10
2022-12-06,0.997614187878689,0.002385809849644694,2.272082473924803e-09
2022-12-07,0.0021996779570913803,0.9978003153833988,6.66024904191222e-09
2022-12-08,0.9977504009752486,0.002249598718922533,3.076351164583477e-10
2022-12-09,0.001995345551186879,0.9980046534239132,1.0240191907720704e-09
2022-12-12,0.9979957171769613,0.0020042827284302133,9.472529882782225e-11
2022-12-13,0.0016654922920424132,0.9983345074397036,2.67640517162698e-10
2022-12-14,0.9983050156770288,0.0016949842571072839,6.523165664414916e-11
2022-12-15,0.0013182665585834664,0.9986817228565694,1.058588858052015e-08
2022-12-16,0.9986140348976706,0.0013859631486549322,1.952081800452868e-09
2022-12-19,0.0012266575097880641,0.9987733421847559,3.0707818712963513e-10
2022-12-20,0.9987114212407014,0.0012885784215444444,3.3796678978708143e-10
2022-12-21,0.0010055173317516156,0.9989944690377245,1.3629767236120683e-08
2022-12-22,0.9989008138288586,0.0010991856550413128,5.147662344115685e-10
2022-12-23,0.0009762152070171101,0.9990237583558947,2.6437911571995886e-08
2022-12-27,0.9988991414763007,0.0011008578059903177,7.177122250681522e-10
