,Strategy
2016-10-05,-0.001649104216420733
2016-10-06,-0.001989067483680953
2016-10-07,-0.0006490667199648748
2016-10-10,0.0018050044128183572
2016-10-13,-0.011547518976144576
2016-10-14,0.0031498489376157912
2016-10-17,-0.012063877717610362
2016-10-18,0.014744812549881574
2016-10-19,0.004421165305533462
2016-10-20,0.00014060883650989395
2016-10-21,-0.016419221449304227
2016-10-24,-0.0006468792798107389
2016-10-25,-0.0017620810212763585
2016-10-26,-0.00490192972463001
2016-10-27,-0.003881617568312928
2016-10-28,0.004557707966346744
2016-11-01,-0.002863411476818311
2016-11-02,-0.01982811596431545
2016-11-03,0.0001493440978778352
2016-11-04,-0.013742227178664185
2016-11-07,-0.0033462558323385434
2016-11-08,0.0017949777452323963
2016-11-09,0.0008384189280739288
2016-11-10,0.00441523354056637
2016-11-11,-0.006547016919534114
2016-11-15,-0.012481777595825222
2016-11-16,-0.0074489538481510706
2016-11-17,-0.010219813561036717
2016-11-18,-0.013734192920189344
2016-11-21,-0.009421823711237676
2016-11-22,-0.00048756301632818175
2016-11-23,-0.009977107931089925
2016-11-24,-0.014602459241911435
2016-11-25,0.018352277949718682
2016-11-28,-0.0036650792248583033
2016-11-29,-0.004324871493243044
2016-11-30,0.015896797354960718
2016-12-01,-0.001760578533732748
2016-12-02,-0.0061179807099477745
2016-12-05,0.0054796364740705315
2016-12-06,-0.0014271851137863647
2016-12-07,-0.009668660422251703
2016-12-08,0.013614693384439566
2016-12-09,-0.0008991064191717282
2016-12-12,-0.010387504554419768
2016-12-13,0.0013657962158494291
2016-12-14,-0.007992811736477118
2016-12-15,0.002480267525909751
2016-12-16,0.002682928233939266
2016-12-19,0.0034357492531283773
2016-12-20,-0.0029435825530198362
2016-12-21,0.0034016132075225403
2016-12-22,-0.006262838963157257
2016-12-23,0.002522321909667257
2016-12-26,-0.006266276240886348
2016-12-27,0.011077065626878031
2016-12-28,-0.009476179248200727
2016-12-29,0.01009215417337393
2016-12-30,0.010700499366691507
2017-01-02,0.0016778870853227485
2017-01-03,0.002665378108634858
2017-01-04,-0.013737552585230498
2017-01-05,0.0064605019039147725
2017-01-06,-0.0015295613797460103
2017-01-09,0.0017207134709198565
2017-01-10,0.007583138002083342
2017-01-11,-0.002345275427099393
2017-01-12,-0.0017030837911281363
2017-01-13,0.0017635640514103226
2017-01-16,-0.010828377084687394
2017-01-17,-0.027136019392772746
2017-01-18,-0.00697188805404054
2017-01-19,0.0009293702157135914
2017-01-20,-0.006377105149534286
2017-01-23,-0.008053163638464991
2017-01-24,0.009363657918098746
2017-01-25,-0.008122515066928125
2017-01-27,0.006397889853574582
2017-01-30,0.016035701345121122
2017-01-31,0.00031944975357800617
2017-02-01,0.003552685258030183
2017-02-02,-0.00488901161948586
2017-02-03,-0.007876416984659624
2017-02-06,0.006458080873011855
2017-02-07,-0.00861145226123134
2017-02-08,-0.004654175584585568
2017-02-09,0.006186112010146523
2017-02-10,-0.002100819382948693
2017-02-13,-0.00024293813472944036
2017-02-14,0.00045838760848685464
2017-02-15,0.00039021597917175596
2017-02-16,0.004443017125111037
2017-02-17,0.006149715584780654
2017-02-20,0.0239859422201201
2017-02-21,0.00976713434258215
2017-02-22,-0.011939794621983382
2017-02-23,-0.016819695576829496
2017-02-27,-0.0005175466325000452
2017-02-28,-0.0005630819497494353
2017-03-01,0.0011490123929916295
2017-03-02,0.0014956711952274766
2017-03-03,-0.0023149708684564894
2017-03-06,0.030514577571435778
2017-03-07,0.004067792390121115
2017-03-08,-0.008646314919216233
2017-03-09,0.001480420063367363
2017-03-10,-0.0032523243579421876
2017-03-14,0.00780227331390057
2017-03-15,0.009831972015112867
2017-03-16,0.000545798894618519
2017-03-17,0.006048974801793094
2017-03-20,-0.009920770510129878
2017-03-21,-0.008606959883640384
2017-03-22,-0.0021035273388137835
2017-03-23,0.007000643896218941
2017-03-24,0.006849555842880388
2017-03-27,-0.017965306026581175
2017-03-28,-0.0027728755128561314
2017-03-29,0.005673741484906956
2017-03-30,0.007224031287257635
2017-03-31,0.025643772386739348
2017-04-03,0.02638642223670933
2017-04-05,0.01903372289581011
2017-04-06,0.010769218883792427
2017-04-07,-0.014379815394796675
2017-04-10,-0.011640190394910748
2017-04-11,-0.004224832619092131
2017-04-12,-0.008670581803841854
2017-04-13,0.005172313534647745
2017-04-17,0.012851948019448762
2017-04-18,-0.010086413038616392
2017-04-19,-0.0006565130651805082
2017-04-20,0.00035209352277095076
2017-04-21,0.015457822049377753
2017-04-24,0.0068257702718485126
2017-04-25,0.006980781542574467
2017-04-26,-0.0073317971985692905
2017-04-27,-0.0031524514628166653
2017-04-28,-0.006518381387246219
2017-05-02,-0.011351448402361578
2017-05-03,-0.00021088189526735572
2017-05-04,-0.005697770541941065
2017-05-05,-0.014051961795126036
2017-05-08,0.0017312563916153793
2017-05-09,0.004351898130229589
2017-05-10,0.010662584865852406
2017-05-11,0.00021272435393709975
2017-05-12,0.003463640004659261
2017-05-15,-0.00302107042453022
2017-05-16,0.004104812136718276
2017-05-17,-0.0015158294589101059
2017-05-18,-3.269523375172081e-05
2017-05-19,0.002779198706843799
2017-05-22,0.0026675845465101143
2017-05-23,-0.004565327793761581
2017-05-24,-0.001906975271532181
2017-05-25,0.0335440482520663
2017-05-26,0.00920744766941008
2017-05-29,0.003783628055131019
2017-05-30,0.00818958426229973
